Code,Name
450520,인스웨이브
290520,신도기연
099390,브레인즈컴퍼니
080530,코디
138070,신진에스엠
225220,제놀루션
038880,아이에이
032860,더라미
130500,GH신소재
044480,빌리언스
050110,캠시스
464580,닷밀
058110,멕아이씨에스
054940,엑사이엔씨
348080,큐라티스
198940,한주라이트메탈
195500,마니커에프앤지
038870,에코심플렉스
097780,에코볼트
095910,에스에너지
109960,앱토크롬
318000,KBG
333050,이노테나
199480,뱅크웨어글로벌
187220,디티앤씨
007720,소노스퀘어
376980,원티드랩
267790,배럴
017000,신원종합개발
238490,힘스
114630,폴라리스우노
257370,피엔티엠에스
208710,포톤
219750,한국비티비
083660,CSA 코스믹
169330,엠브레인
035200,프럼파스트
001810,무림SP
475660,에스켐
373170,엠아이큐브솔루션
037370,EG
363260,모비데이즈
083640,인콘
066910,손오공
462980,아이지넷
019660,글로본
300120,라온피플
053060,세동
298060,풍전약품
021880,메이슨캐피탈
057680,티사이언티픽
340440,세림B&G
318020,포인트모바일
146060,율촌
367000,플래티어
376180,피코그램
036480,대성미생물
222980,한국맥널티
079170,한창산업
045300,성우테크론
208350,지란지교시큐리티
044780,에이치케이
054780,키이스트
016670,디모아
027040,서울전자통신
051380,피씨디렉트
406820,뷰티스킨
387570,파인메딕스
455180,케이지에이
115160,휴맥스
018680,서울제약
013810,스페코
091340,S&K폴리텍
237750,피앤씨테크
070590,인티큐브
060380,동양에스텍
193250,링크드
347770,핌스
048470,대동스틸
073540,에프알텍
052300,오션인더블유
462510,라메디텍
043200,파루
039740,한국정보공학
019570,플루토스
0010F0,보원케미칼
139670,키네마스터
398120,에스지헬스케어
368970,오에스피
296640,이노에이엑스
054090,삼진엘앤디
085810,알티캐스트
134060,이퓨쳐
007770,한일화학
210120,캔버스엔
232830,아이티센피엔에스
397810,애드포러스
047080,한빛소프트
900310,컬러레이
353190,휴럼
063760,이엘피
359090,씨엔알리서치
430690,한싹
405920,나라셀라
014100,메디앙스
076080,웰크론한텍
377330,이지트로닉스
032080,아즈텍WB
254120,자비스
424760,벨로크
033200,모아텍
403490,우듬지팜
432980,엠에프씨
352940,인바이오
130740,티피씨글로벌
067010,이씨에스
464500,아이언디바이스
258790,소프트캠프
080720,한국유니온제약
056730,CNT85
065370,위세아이텍
342870,오아
054410,케이피티유
032280,삼일
131180,딜리
115480,씨유메디칼
301300,바이브컴퍼니
096690,에이루트
331520,밸로프
383930,디티앤씨알오
090150,아이윈
241840,에이스토리
378800,샤페론
153490,우리이앤엘하루틴
109670,씨싸이트
023770,플레이위드
223310,사토시홀딩스
277410,인산가
290560,파라택시스이더리움
215480,토박스코리아
013720,청보
098660,에스티오
415380,스튜디오삼익
188040,바이오포트
195990,루트K
192390,윈하이텍
023790,동일스틸럭스
049120,파인디앤씨
039310,세중
080470,성창오토텍
351870,차이커뮤니케이션
377030,비트맥스
362990,드림인사이트
238200,비피도
101680,한국정밀기계
067730,로지시스
328380,솔트웨어
372800,아이티아이즈
373110,엑셀세라퓨틱스
058450,한주에이알티
016100,리더스코스메틱
252500,세화피앤씨
021040,대호특수강
048830,엔피케이
065060,지엔코
154030,아시아종묘
429270,시지트로닉스
017250,인터엠
065690,파커스
024940,PN풍년
214610,롤링스톤
043360,디지아이
073570,리튬포어스
317120,라닉스
438700,버넥트
469750,아이비젼웍스
034940,조아제약
115570,스타플렉스
353590,오토앤
440320,오픈놀
275630,에스에스알
031860,디에이치엑스컴퍼니
365900,브이씨
088290,이원컴포텍
038530,케이바이오랩스
096870,엘디티
224060,더코디
084440,유비온
361670,삼영에스앤씨
279600,미디어젠
065650,하이퍼코퍼레이션
405000,플라즈맵
200230,텔콘RF제약
032800,판타지오
032680,소프트센
322780,코퍼스코리아
303530,이노뎁
236810,엔비티
196700,웹스
006050,국영지앤엠
140430,카티스
037400,우리엔터프라이즈
078860,아이오케이이엔엠
050760,에스폴리텍
200350,아티스트스튜디오
103230,에스앤더블류
079950,인베니아
115610,이미지스
018620,우진비앤지
054220,비츠로시스
069330,유아이디
274400,이노시뮬레이션
482680,미래에셋비전스팩7호
241820,피씨엘
239340,이스트에이드
477380,미래에셋비전스팩4호
101400,엔시트론
020400,대동금속
431190,케이쓰리아이
018700,졸스
060900,에이전트AI
045520,크린앤사이언스
154040,다산솔루에타
027580,상보
335870,윙스풋
060260,뉴보텍
110020,전진바이오팜
142760,모아라이프플러스
303030,지니틱스
304840,피플바이오
051780,큐로홀딩스
900300,오가닉티코스메틱
309930,조이웍스앤코
137940,넥스트아이
0072Z0,KB제33호스팩
060230,제이케이시냅스
900100,파이온엑스
067770,세진티에스
0101C0,하나36호스팩
469880,하나30호스팩
306040,에스제이그룹
477340,에이치엠씨제7호스팩
0130H0,엔에이치스팩33호
208640,썸에이지
030350,드래곤플라이
225590,패션플랫폼
419540,비스토스
344860,이노진
0044K0,삼성스팩10호
131100,티엔엔터테인먼트
012340,뉴인텍
291810,핀텔
043590,웰킵스하이텍
0115H0,삼성스팩13호
473050,유안타제15호스팩
354200,엔젠바이오
083470,이엠앤아이
377220,프롬바이오
035620,바른손이앤에이
008470,부스타
240600,유진테크놀로지
148780,비큐AI
001000,신라섬유
478440,미래에셋비전스팩6호
009620,삼보산업
0165X0,메리츠제2호스팩
479880,한국제15호스팩
0099W0,미래에셋비전스팩11호
900340,윙입푸드
065770,CS
177350,베셀
418620,E8
352770,셀레스트라
115530,씨엔플러스
247660,나노씨엠에스
191410,육일씨엔에쓰
417180,핑거스토리
489480,키움제11호스팩
244460,올리패스
028080,휴맥스홀딩스
0134X0,대신밸런스제20호스팩
0164H0,한국제16호스팩
481890,엔에이치스팩31호
900110,딥커머스
131760,파인텍
0099X0,IBKS제25호스팩
0096B0,삼성스팩12호
113810,디젠스
0097F0,미래에셋비전스팩10호
489730,디비금융제13호스팩
478390,KB제29호스팩
471050,대신밸런스제17호스팩
054180,메디콕스
0093G0,미래에셋비전스팩8호
0037T0,KB제32호스팩
289010,아이스크림에듀
0054V0,엔에이치스팩32호
492220,KB제31호스팩
0131D0,키움히어로제2호스팩
482520,교보16호스팩
101000,KS인더스트리
065570,삼영이엔씨
0091W0,신영스팩11호
285800,진영
092600,앤씨앤
0088D0,메리츠제1호스팩
0041L0,하나35호스팩
477760,DB금융스팩12호
0132G0,교보20호스팩
389680,유디엠텍
226340,본느
469900,하나31호스팩
482690,대신밸런스제19호스팩
060480,국일신동
073190,듀오백
0071M0,삼성스팩11호
069920,엑시온그룹
474660,신한제12호스팩
009730,이렘
487360,신한제14호스팩
474490,유안타제16호스팩
0105P0,유진스팩12호
477470,미래에셋비전스팩5호
250930,예선테크
496070,신한제16호스팩
900120,씨엑스아이
0129K0,신한제18호스팩
0096D0,미래에셋비전스팩9호
0098T0,교보19호스팩
002680,한탑
900270,헝셩그룹
493790,유안타제17호스팩
199730,바이오인프라
486630,KB제30호스팩
0004Y0,디비금융제14호스팩
0130D0,신한제17호스팩
489210,교보17호스팩
043100,알파AI
478110,이베스트스팩6호
466690,키움히어로제1호스팩
0041B0,교보18호스팩
498390,한화플러스제5호스팩
079190,케스피온
472220,신영스팩10호
488060,유진스팩11호
106080,케이이엠텍
084180,수성웹툰
025870,신라에스지
484130,하나34호스팩
308100,형지글로벌
469480,IBKS제24호스팩
473950,에스케이증권제13호스팩
465320,교보15호스팩
050090,비케이홀딩스
468760,유진스팩10호
487830,신한제15호스팩
472230,에스케이증권제11호스팩
008290,원풍물산
0068Y0,비엔케이제3호스팩
487720,키움제10호스팩
0041J0,엘에스스팩1호
087260,모바일어플라이언스
225430,케이엠제약
03481K,해성산업1우
065420,에스아이리소스
079970,투비소프트
475250,하나33호스팩
312610,에이에프더블류
474930,신한제13호스팩
035290,골드앤에스
276040,스코넥
473000,에스케이증권제12호스팩
475240,하나32호스팩
121850,코이즈
044180,KD
313760,캐리
043090,더테크놀로지
052770,아이톡시
011080,형지I&C
021045,대호특수강우
032685,소프트센우
